No.,No of ghosts,Win Condition,Path Length
199,40,won,129
200,40,won,113
201,50,Lost,23
202,50,Lost,15
203,50,Lost,38
204,50,Lost,13
205,50,Lost,86
206,50,Lost,73
207,50,Lost,90
208,50,Lost,35
209,50,Lost,83
210,50,Lost,89
211,50,won,131
212,50,Lost,5
213,50,Lost,8
214,50,Lost,29
215,50,Lost,52
216,50,Lost,72
217,50,Lost,15
218,50,Lost,85
219,50,won,113
220,50,won,109
221,50,Lost,24
222,50,Lost,21
223,50,Lost,13
224,50,won,103
225,50,won,111
226,50,Lost,53
227,50,Lost,51
228,50,Lost,62
229,50,Lost,4
230,50,Lost,6
231,50,won,80
232,50,won,111
233,50,Lost,12
234,50,won,8
235,50,won,61
236,50,won,47
237,50,Lost,34
238,50,won,22
239,50,won,20
240,50,Lost,32
241,50,won,49
242,50,won,6
243,50,won,7
244,50,Lost,3
245,50,Lost,13
246,50,Lost,41
247,50,won,46
248,50,Lost,102
249,50,won,40
250,50,won,46
251,60,Lost,1
252,60,Lost,5
253,60,won,8
254,60,Lost,97
255,60,Lost,6
256,60,Lost,122
257,60,Lost,26
258,60,Lost,1
259,60,won,83
260,60,Lost,25
261,60,Lost,14
262,60,Lost,21
263,60,Lost,8
264,60,Lost,3
265,60,won,35
266,60,Lost,5
267,60,Lost,8
268,60,Lost,43
269,60,Lost,5
270,60,won,133
271,60,won,131
272,60,Lost,25
273,60,Lost,63
274,60,Lost,36
275,60,Lost,22
276,60,Lost,36
277,60,Lost,6
278,60,won,3
279,60,Lost,29
280,60,Lost,5
281,60,Lost,37
282,60,Lost,15
283,60,Lost,32
284,60,Lost,40
285,60,Lost,14
286,60,Lost,12
287,60,won,9
288,60,Lost,3
289,60,Lost,26
290,60,Lost,5
291,60,Lost,11
292,60,Lost,56
293,60,Lost,2
294,60,Lost,16
295,60,won,86
296,60,Lost,43
297,60,Lost,17
298,60,Lost,48
299,60,Lost,42
300,60,Lost,33
301,70,won,16
302,70,Lost,19
303,70,Lost,14
304,70,won,55
305,70,Lost,45
306,70,Lost,4
307,70,Lost,33
308,70,won,28
309,70,won,111
310,70,Lost,8
311,70,Lost,50
312,70,Lost,5
313,70,won,9
314,70,Lost,8
315,70,Lost,24
316,70,Lost,38
317,70,Lost,2
318,70,Lost,7
319,70,won,8
320,70,Lost,9
321,70,Lost,50
322,70,Lost,16
323,70,Lost,17
324,70,Lost,1
325,70,won,49
326,70,Lost,16
327,70,Lost,72
328,70,Lost,46
329,70,won,3
330,70,won,1
331,70,Lost,44
332,70,won,18
333,70,Lost,23
334,70,Lost,27
335,70,Lost,40
336,70,won,9
337,70,Lost,3
338,70,Lost,13
339,70,Lost,41
340,70,Lost,7
341,70,Lost,16
342,70,Lost,26
343,70,Lost,17
344,70,Lost,11
345,70,Lost,7
346,70,Lost,17
347,70,Lost,6
348,70,Lost,3
349,70,won,22
350,70,Lost,4
351,80,won,7
352,80,Lost,6
353,80,Lost,72
354,80,won,15
355,80,Lost,57
356,80,Lost,21
357,80,won,2
358,80,Lost,37
359,80,Lost,4
360,80,Lost,11
361,80,won,28
362,80,Lost,65
363,80,won,27
364,80,Lost,2
365,80,won,40
366,80,Lost,62
367,80,Lost,18
368,80,Lost,6
369,80,won,3
370,80,Lost,8
371,80,won,3
372,80,Lost,4
373,80,Lost,44
374,80,won,25
375,80,Lost,37
376,80,Lost,1
377,80,Lost,8
378,80,won,17
379,80,Lost,14
380,80,Lost,17
381,80,won,7
382,80,Lost,94
383,80,Lost,19
384,80,Lost,14
385,80,Lost,45
386,80,Lost,7
387,80,Lost,12
388,80,Lost,6
389,80,Lost,14
390,80,Lost,12
391,80,Lost,17
392,80,Lost,12
393,80,Lost,91
394,80,Lost,14
395,80,Lost,7
396,80,Lost,3
397,80,Lost,5
398,80,Lost,7
399,80,Lost,50
400,80,Lost,11
401,90,Lost,23
402,90,Lost,2
403,90,Lost,15
404,90,Lost,5
405,90,Lost,17
406,90,Lost,18
407,90,won,45
408,90,Lost,14
409,90,won,36
410,90,Lost,23
411,90,won,1
412,90,Lost,51
413,90,won,3
414,90,Lost,2
415,90,Lost,13
416,90,Lost,50
417,90,Lost,2
418,90,Lost,9
419,90,Lost,64
420,90,Lost,46
421,90,won,19
422,90,Lost,54
423,90,Lost,3
424,90,Lost,10
425,90,Lost,15
426,90,Lost,8
427,90,Lost,45
428,90,Lost,33
429,90,Lost,10
430,90,Lost,18
431,90,Lost,6
432,90,Lost,20
433,90,Lost,1
434,90,Lost,16
435,90,Lost,1
436,90,Lost,51
437,90,Lost,54
438,90,Lost,30
439,90,Lost,4
440,90,Lost,58
441,90,Lost,30
442,90,Lost,17
443,90,Lost,13
444,90,Lost,2
445,90,Lost,8
446,90,Lost,8
447,90,Lost,3
448,90,Lost,25
449,90,Lost,9
450,90,Lost,7
451,100,Lost,16
452,100,Lost,11
453,100,won,30
454,100,Lost,14
455,100,Lost,6
456,100,Lost,1
457,100,Lost,37
458,100,Lost,14
459,100,won,1
460,100,Lost,9
461,100,Lost,13
462,100,Lost,77
463,100,Lost,8
464,100,Lost,6
465,100,won,29
466,100,Lost,10
467,100,Lost,39
468,100,Lost,5
469,100,Lost,7
470,100,Lost,18
471,100,won,1
472,100,Lost,8
473,100,Lost,31
474,100,Lost,3
475,100,Lost,9
476,100,Lost,1
477,100,Lost,3
478,100,Lost,3
479,100,Lost,63
480,100,Lost,3
481,100,won,111
482,100,Lost,17
483,100,Lost,18
484,100,Lost,62
485,100,Lost,16
486,100,Lost,25
487,100,Lost,7
488,100,Lost,4
489,100,Lost,4
490,100,Lost,17
491,100,Lost,61
492,100,Lost,11
493,100,Lost,4
494,100,Lost,13
495,100,Lost,13
496,100,Lost,5
497,100,Lost,24
498,100,Lost,4
499,100,Lost,9
500,100,Lost,2
501,110,Lost,2
502,110,Lost,44
503,110,Lost,2
504,110,Lost,16
505,110,Lost,12
506,110,Lost,39
507,110,Lost,5
508,110,Lost,24
509,110,Lost,40
510,110,Lost,1
511,110,Lost,1
512,110,Lost,4
513,110,Lost,25
514,110,Lost,12
515,110,Lost,1
516,110,Lost,10
517,110,Lost,22
518,110,Lost,11
519,110,Lost,3
520,110,Lost,14
521,110,Lost,8
522,110,won,6
523,110,Lost,40
524,110,Lost,15
525,110,Lost,7
526,110,Lost,4
527,110,Lost,2
528,110,Lost,4
529,110,Lost,33
530,110,Lost,8
531,110,Lost,22
532,110,Lost,4
533,110,Lost,20
534,110,Lost,2
535,110,Lost,4
536,110,Lost,4
537,110,Lost,4
538,110,Lost,14
539,110,Lost,19
540,110,Lost,7
541,110,Lost,9
542,110,Lost,24
543,110,Lost,17
544,110,Lost,13
545,110,Lost,3
546,110,Lost,44
547,110,Lost,2
548,110,Lost,7
549,110,Lost,72
550,110,Lost,16
551,120,Lost,4
552,120,Lost,34
553,120,Lost,16
554,120,Lost,12
555,120,Lost,5
556,120,Lost,5
557,120,Lost,14
558,120,Lost,6
559,120,Lost,2
560,120,Lost,15
561,120,Lost,8
562,120,Lost,13
563,120,Lost,14
564,120,Lost,4
565,120,Lost,6
566,120,Lost,5
567,120,Lost,14
568,120,Lost,18
569,120,Lost,33
570,120,Lost,31
571,120,Lost,1
572,120,Lost,1
573,120,Lost,21
574,120,Lost,8
575,120,Lost,9
576,120,Lost,12
577,120,Lost,14
578,120,Lost,2
579,120,Lost,41
580,120,Lost,7
581,120,Lost,2
582,120,Lost,11
583,120,Lost,3
584,120,Lost,9
585,120,Lost,18
586,120,Lost,21
587,120,Lost,12
588,120,Lost,6
589,120,Lost,21
590,120,Lost,29
591,120,Lost,46
592,120,Lost,28
593,120,Lost,5
594,120,Lost,2
595,120,Lost,37
596,120,Lost,9
597,120,Lost,6
598,120,Lost,10
599,120,Lost,45
600,120,Lost,3
601,130,Lost,34
602,130,Lost,6
603,130,Lost,1
604,130,Lost,11
605,130,Lost,6
606,130,Lost,2
607,130,Lost,17
608,130,Lost,9
609,130,Lost,25
610,130,Lost,10
611,130,Lost,4
612,130,Lost,7
613,130,Lost,4
614,130,Lost,8
615,130,Lost,5
616,130,Lost,6
617,130,Lost,4
618,130,Lost,5
619,130,Lost,28
620,130,Lost,15
621,130,Lost,103
622,130,Lost,23
623,130,Lost,11
624,130,Lost,3
625,130,Lost,15
626,130,Lost,14
627,130,Lost,22
628,130,Lost,3
629,130,Lost,7
630,130,Lost,8
631,130,Lost,16
632,130,Lost,15
633,130,Lost,29
634,130,Lost,1
635,130,Lost,12
636,130,Lost,24
637,130,Lost,2
638,130,Lost,1
639,130,Lost,6
640,130,Lost,2
641,130,Lost,11
642,130,Lost,31
643,130,Lost,12
644,130,Lost,17
645,130,Lost,25
646,130,Lost,3
647,130,Lost,15
648,130,Lost,27
649,130,Lost,2
650,130,Lost,12
651,140,Lost,1
652,140,Lost,16
653,140,Lost,15
654,140,Lost,52
655,140,Lost,18
656,140,Lost,9
657,140,Lost,4
658,140,Lost,20
659,140,Lost,13
660,140,Lost,22
661,140,Lost,4
662,140,Lost,1
663,140,Lost,3
664,140,Lost,4
665,140,Lost,3
666,140,Lost,23
667,140,Lost,6
668,140,Lost,12
669,140,Lost,9
670,140,Lost,48
671,140,Lost,20
672,140,Lost,10
673,140,Lost,2
674,140,Lost,2
675,140,Lost,3
676,140,Lost,43
677,140,Lost,19
678,140,Lost,2
679,140,Lost,24
680,140,Lost,1
681,140,Lost,8
682,140,Lost,17
683,140,Lost,3
684,140,Lost,11
685,140,Lost,1
686,140,Lost,17
687,140,Lost,11
688,140,Lost,3
689,140,Lost,1
690,140,Lost,10
691,140,Lost,3
692,140,Lost,1
693,140,Lost,10
694,140,Lost,2
695,140,Lost,9
696,140,Lost,3
697,140,Lost,29
698,140,Lost,1
699,140,Lost,13
700,140,Lost,16
701,150,Lost,18
702,150,Lost,7
703,150,Lost,5
704,150,Lost,13
705,150,Lost,1
706,150,Lost,2
707,150,Lost,1
708,150,Lost,44
709,150,Lost,6
710,150,Lost,21
711,150,Lost,8
712,150,Lost,2
713,150,Lost,24
714,150,Lost,2
715,150,Lost,2
716,150,Lost,6
717,150,Lost,7
718,150,Lost,7
719,150,Lost,19
720,150,Lost,2
721,150,Lost,3
722,150,Lost,20
723,150,Lost,3
724,150,Lost,25
725,150,Lost,10
726,150,Lost,14
727,150,Lost,1
728,150,Lost,24
729,150,Lost,33
730,150,Lost,3
731,150,Lost,2
732,150,Lost,14
733,150,Lost,10
734,150,Lost,11
735,150,Lost,16
736,150,Lost,4
737,150,Lost,26
738,150,Lost,7
739,150,Lost,8
740,150,Lost,34
741,150,Lost,24
742,150,Lost,20
743,150,Lost,7
744,150,Lost,2
745,150,Lost,5
746,150,Lost,6
747,150,Lost,7
748,150,Lost,6
749,150,Lost,14
750,150,Lost,6
751,160,Lost,6
752,160,Lost,12
753,160,Lost,25
754,160,Lost,1
755,160,Lost,3
756,160,Lost,11
757,160,Lost,14
758,160,Lost,5
759,160,Lost,27
760,160,Lost,9
761,160,Lost,1
762,160,Lost,3
763,160,Lost,4
764,160,Lost,17
765,160,Lost,2
766,160,Lost,2
767,160,Lost,8
768,160,Lost,15
769,160,Lost,8
770,160,Lost,3
771,160,Lost,8
772,160,Lost,25
773,160,Lost,2
774,160,Lost,18
775,160,Lost,20
776,160,Lost,4
777,160,Lost,1
778,160,Lost,39
779,160,Lost,10
780,160,Lost,3
781,160,Lost,32
782,160,Lost,19
783,160,Lost,5
784,160,Lost,13
785,160,Lost,2
786,160,Lost,15
787,160,Lost,4
788,160,Lost,8
789,160,Lost,5
790,160,Lost,9
791,160,Lost,26
792,160,Lost,1
793,160,Lost,11
794,160,Lost,29
795,160,Lost,4
796,160,Lost,22
797,160,Lost,8
798,160,Lost,6
799,160,Lost,5
800,160,Lost,5
801,170,Lost,17
802,170,Lost,20
803,170,Lost,9
804,170,Lost,19
805,170,Lost,21
806,170,Lost,3
807,170,Lost,10
808,170,Lost,1
809,170,Lost,2
810,170,Lost,2
811,170,Lost,9
812,170,Lost,2
813,170,Lost,9
814,170,Lost,45
815,170,Lost,23
816,170,Lost,5
817,170,Lost,8
818,170,Lost,2
819,170,Lost,10
820,170,Lost,32
821,170,Lost,5
822,170,Lost,1
823,170,Lost,4
824,170,Lost,20
825,170,Lost,7
826,170,Lost,7
827,170,Lost,6
828,170,won,4
829,170,Lost,6
830,170,Lost,2
831,170,won,27
832,170,Lost,7
833,170,Lost,9
834,170,Lost,8
835,170,Lost,11
836,170,Lost,9
837,170,Lost,9
838,170,Lost,16
839,170,Lost,22
840,170,Lost,25
841,170,Lost,27
842,170,Lost,1
843,170,Lost,3
844,170,Lost,20
845,170,Lost,22
846,170,Lost,1
847,170,Lost,2
848,170,Lost,20
849,170,Lost,24
850,170,Lost,6
851,180,Lost,1
852,180,Lost,13
853,180,Lost,7
854,180,Lost,35
855,180,Lost,7
856,180,Lost,2
857,180,Lost,10
858,180,Lost,7
859,180,Lost,10
860,180,Lost,1
861,180,Lost,3
862,180,Lost,14
863,180,Lost,45
864,180,Lost,4
865,180,Lost,6
866,180,Lost,6
867,180,Lost,14
868,180,Lost,11
869,180,Lost,15
870,180,Lost,1
871,180,Lost,42
872,180,Lost,2
873,180,Lost,10
874,180,Lost,11
875,180,Lost,17
876,180,Lost,23
877,180,Lost,6
878,180,Lost,2
879,180,Lost,4
880,180,Lost,1
881,180,Lost,12
882,180,Lost,10
883,180,Lost,17
884,180,Lost,3
885,180,Lost,5
886,180,Lost,14
887,180,Lost,4
888,180,Lost,5
889,180,Lost,8
890,180,Lost,54
891,180,Lost,6
892,180,Lost,8
893,180,Lost,1
894,180,Lost,41
895,180,Lost,14
896,180,Lost,6
897,180,Lost,4
898,180,Lost,1
899,180,Lost,2
900,180,Lost,13
901,190,Lost,2
902,190,Lost,15
903,190,Lost,2
904,190,Lost,5
905,190,Lost,4
906,190,Lost,1
907,190,Lost,6
908,190,Lost,3
909,190,Lost,6
910,190,Lost,12
911,190,Lost,21
912,190,Lost,1
913,190,Lost,4
914,190,Lost,2
915,190,Lost,15
916,190,Lost,1
917,190,Lost,8
918,190,Lost,13
919,190,Lost,6
920,190,Lost,10
921,190,Lost,7
922,190,Lost,12
923,190,Lost,13
924,190,Lost,13
925,190,Lost,1
926,190,Lost,8
927,190,Lost,1
928,190,Lost,12
929,190,Lost,2
930,190,Lost,2
931,190,Lost,3
932,190,Lost,20
933,190,Lost,4
934,190,Lost,15
935,190,Lost,6
936,190,Lost,10
937,190,Lost,9
938,190,Lost,32
939,190,Lost,5
940,190,Lost,2
941,190,Lost,1
942,190,Lost,10
943,190,Lost,9
944,190,Lost,18
945,190,Lost,12
946,190,Lost,4
947,190,Lost,1
948,190,Lost,2
949,190,Lost,2
950,190,Lost,3
951,200,Lost,1
952,200,Lost,17
953,200,Lost,10
954,200,Lost,2
955,200,Lost,5
956,200,Lost,9
957,200,Lost,5
958,200,Lost,2
959,200,Lost,6
960,200,Lost,9
961,200,Lost,10
962,200,Lost,8
963,200,Lost,7
964,200,Lost,14
965,200,Lost,2
966,200,Lost,2
967,200,Lost,4
968,200,Lost,9
969,200,Lost,22
970,200,Lost,20
971,200,Lost,6
972,200,Lost,2
973,200,Lost,7
974,200,Lost,6
975,200,Lost,2
976,200,Lost,1
977,200,Lost,17
978,200,Lost,1
979,200,Lost,3
980,200,Lost,3
981,200,Lost,1
982,200,Lost,9
983,200,Lost,18
984,200,Lost,1
985,200,Lost,4
986,200,Lost,6
987,200,Lost,11
988,200,Lost,12
989,200,Lost,1
990,200,Lost,6
991,200,Lost,4
992,200,Lost,3
993,200,Lost,4
994,200,Lost,8
995,200,Lost,7
996,200,Lost,15
997,200,Lost,16
998,200,Lost,6
999,200,Lost,3
1000,200,Lost,27
