No.,No of ghosts,Win Condition,Path Length
658,140,Lost,100
659,140,Lost,100
660,140,Lost,100
661,140,Lost,104
662,140,Lost,100
663,140,Lost,100
664,140,Lost,100
665,140,Lost,100
666,140,Lost,100
667,140,Lost,100
668,140,Lost,100
669,140,Lost,106
670,140,Lost,100
671,140,Lost,102
672,140,Lost,100
673,140,Lost,100
674,140,Lost,102
675,140,Lost,100
676,140,Lost,100
677,140,Lost,102
678,140,Lost,100
679,140,Lost,104
680,140,Lost,100
681,140,Lost,102
682,140,Lost,100
683,140,Lost,100
684,140,Lost,100
685,140,Lost,100
686,140,Lost,100
687,140,Lost,104
688,140,Lost,104
689,140,Lost,100
690,140,Lost,100
691,140,Lost,100
692,140,Lost,100
693,140,Lost,100
694,140,Lost,100
695,140,Lost,100
696,140,Lost,108
697,140,Lost,100
698,140,Lost,100
699,140,Lost,100
700,140,Lost,100
701,150,Lost,100
702,150,Lost,100
703,150,Lost,100
704,150,Lost,100
705,150,Lost,100
706,150,Lost,100
707,150,Lost,102
708,150,Lost,102
709,150,Lost,100
710,150,Lost,102
711,150,Lost,100
712,150,Lost,100
713,150,Lost,100
714,150,Lost,100
715,150,Lost,100
716,150,Lost,100
717,150,Lost,100
718,150,Lost,100
719,150,Lost,100
720,150,Lost,100
721,150,Lost,100
722,150,Lost,100
723,150,Lost,100
724,150,Lost,102
725,150,Lost,104
726,150,Lost,100
727,150,Lost,106
728,150,Lost,100
729,150,Lost,102
730,150,Lost,108
731,150,Lost,100
732,150,Lost,100
733,150,Lost,102
734,150,Lost,100
735,150,Lost,100
736,150,Lost,100
737,150,Lost,100
738,150,Lost,100
739,150,Lost,100
740,150,Lost,100
741,150,Lost,100
742,150,Lost,100
743,150,Lost,100
744,150,Lost,100
745,150,Lost,102
746,150,Lost,100
747,150,Lost,102
748,150,Lost,100
749,150,Lost,106
750,150,Lost,100
751,160,Lost,100
752,160,Lost,100
753,160,Lost,100
754,160,Lost,100
755,160,Lost,100
756,160,Lost,100
757,160,Lost,100
758,160,Lost,100
759,160,Lost,108
760,160,Lost,102
761,160,Lost,100
762,160,Lost,104
763,160,Lost,100
764,160,Lost,100
765,160,Lost,100
766,160,Lost,102
767,160,Lost,102
768,160,Lost,100
769,160,Lost,108
770,160,Lost,102
771,160,Lost,100
772,160,Lost,100
773,160,Lost,108
774,160,Lost,100
775,160,Lost,102
776,160,Lost,100
777,160,Lost,104
778,160,Lost,100
779,160,Lost,100
780,160,Lost,100
781,160,Lost,102
782,160,Lost,100
783,160,Lost,100
784,160,Lost,100
785,160,Lost,100
786,160,Lost,100
787,160,Lost,104
788,160,Lost,100
789,160,Lost,100
790,160,Lost,100
791,160,Lost,100
792,160,Lost,100
793,160,Lost,100
794,160,Lost,102
795,160,Lost,102
796,160,Lost,100
797,160,Lost,100
798,160,Lost,100
799,160,Lost,102
800,160,Lost,102
801,170,Lost,100
802,170,Lost,100
803,170,Lost,100
804,170,Lost,102
805,170,Lost,100
806,170,Lost,102
807,170,Lost,100
808,170,Lost,100
809,170,Lost,100
810,170,Lost,100
811,170,Lost,100
812,170,Lost,102
813,170,Lost,100
814,170,Lost,100
815,170,Lost,104
816,170,Lost,100
817,170,Lost,102
818,170,Lost,100
819,170,Lost,102
820,170,Lost,100
821,170,Lost,102
822,170,Lost,110
823,170,Lost,104
824,170,Lost,100
825,170,Lost,100
826,170,Lost,100
827,170,Lost,100
828,170,Lost,108
829,170,Lost,100
830,170,Lost,102
831,170,Lost,100
832,170,Lost,100
833,170,Lost,102
834,170,Lost,102
835,170,Lost,104
836,170,Lost,102
837,170,Lost,100
838,170,Lost,102
839,170,Lost,100
840,170,Lost,100
841,170,Lost,100
842,170,Lost,100
843,170,Lost,100
844,170,Lost,100
845,170,Lost,102
846,170,Lost,100
847,170,Lost,106
848,170,Lost,100
849,170,Lost,100
850,170,Lost,102
851,180,Lost,100
852,180,Lost,102
853,180,Lost,104
854,180,Lost,106
855,180,Lost,108
856,180,Lost,100
857,180,Lost,104
858,180,Lost,100
859,180,Lost,100
860,180,Lost,100
861,180,Lost,108
862,180,Lost,100
863,180,Lost,100
864,180,Lost,100
865,180,Lost,102
866,180,Lost,100
867,180,Lost,100
868,180,Lost,100
869,180,Lost,104
870,180,Lost,100
871,180,Lost,100
872,180,Lost,102
873,180,Lost,102
874,180,Lost,100
875,180,Lost,100
876,180,Lost,100
877,180,Lost,100
878,180,Lost,100
879,180,Lost,100
880,180,Lost,104
881,180,Lost,100
882,180,Lost,108
883,180,Lost,100
884,180,Lost,102
885,180,Lost,100
886,180,Lost,102
887,180,Lost,100
888,180,Lost,100
889,180,Lost,102
890,180,Lost,102
891,180,Lost,100
892,180,Lost,100
893,180,Lost,100
894,180,Lost,100
895,180,Lost,100
896,180,Lost,100
897,180,Lost,102
898,180,Lost,104
899,180,Lost,100
900,180,Lost,100
901,190,Lost,100
902,190,Lost,100
903,190,Lost,100
904,190,Lost,104
905,190,Lost,106
906,190,Lost,100
907,190,Lost,122
908,190,Lost,106
909,190,Lost,100
910,190,Lost,100
911,190,Lost,104
912,190,Lost,100
913,190,Lost,104
914,190,Lost,108
915,190,Lost,100
916,190,Lost,100
917,190,Lost,100
918,190,Lost,100
919,190,Lost,100
920,190,Lost,100
921,190,Lost,100
922,190,Lost,100
923,190,Lost,104
924,190,Lost,100
925,190,Lost,100
926,190,Lost,108
927,190,Lost,100
928,190,Lost,100
929,190,Lost,100
930,190,Lost,100
931,190,Lost,100
932,190,Lost,102
933,190,Lost,102
934,190,Lost,100
935,190,Lost,100
936,190,Lost,100
937,190,Lost,102
938,190,Lost,100
939,190,Lost,100
940,190,Lost,100
941,190,Lost,102
942,190,Lost,100
943,190,Lost,100
944,190,Lost,100
945,190,Lost,100
946,190,Lost,102
947,190,Lost,100
948,190,Lost,100
949,190,Lost,104
950,190,Lost,102
951,200,Lost,100
952,200,Lost,100
953,200,Lost,100
954,200,Lost,100
955,200,Lost,100
956,200,Lost,102
957,200,Lost,100
958,200,Lost,102
959,200,Lost,100
960,200,Lost,100
961,200,Lost,100
962,200,Lost,100
963,200,Lost,112
964,200,Lost,100
965,200,Lost,100
966,200,Lost,100
967,200,Lost,102
968,200,Lost,100
969,200,Lost,102
970,200,Lost,100
971,200,Lost,100
972,200,Lost,100
973,200,Lost,100
974,200,Lost,100
975,200,Lost,106
976,200,Lost,100
977,200,Lost,102
978,200,Lost,100
979,200,Lost,108
980,200,Lost,100
981,200,Lost,102
982,200,Lost,100
983,200,Lost,100
984,200,Lost,100
985,200,Lost,100
986,200,Lost,102
987,200,Lost,100
988,200,Lost,104
989,200,Lost,104
990,200,Lost,102
991,200,Lost,104
992,200,Lost,100
993,200,Lost,100
994,200,Lost,100
995,200,Lost,100
996,200,Lost,100
997,200,Lost,116
998,200,Lost,100
999,200,Lost,102
1000,200,Lost,104
