No.,No of ghosts,Win Condition,Path Length
164,40,Won,123
165,40,Won,127
166,40,Won,139
167,40,Won,113
168,40,Lost,39
169,40,Won,172
170,40,Lost,28
171,40,Lost,63
172,40,Won,125
173,40,Won,129
174,40,Won,113
175,40,Won,119
176,40,Won,152
177,40,Won,119
178,40,Won,113
179,40,Won,121
180,40,Won,109
181,40,Won,117
182,40,Won,131
183,40,Won,113
184,40,Won,113
185,40,Won,125
186,40,Won,131
187,40,Won,113
188,40,Lost,66
189,40,Lost,62
190,40,Won,133
191,40,Won,131
192,40,Won,123
193,40,Won,216
194,40,Won,125
195,40,Won,117
196,40,Won,141
197,40,Lost,24
198,40,Lost,103
199,40,Won,243
200,40,Won,125
201,50,Won,145
202,50,Lost,25
203,50,Lost,159
204,50,Won,288
205,50,Won,111
206,50,Lost,31
207,50,Won,107
208,50,Won,115
209,50,Won,244
210,50,Won,127
211,50,Won,111
212,50,Won,105
213,50,Won,115
214,50,Won,115
215,50,Won,111
216,50,Lost,84
217,50,Won,103
218,50,Won,121
219,50,Won,115
220,50,Won,141
221,50,Won,121
222,50,Won,107
223,50,Won,129
224,50,Won,101
225,50,Won,107
226,50,Won,117
227,50,Lost,188
228,50,Won,135
229,50,Won,107
230,50,Won,133
231,50,Won,101
232,50,Won,129
233,50,Won,129
234,50,Won,111
235,50,Won,119
236,50,Won,129
237,50,Won,117
238,50,Won,125
239,50,Won,111
240,50,Won,113
241,50,Won,291
242,50,Lost,6
243,50,Won,119
244,50,Won,111
245,50,Won,181
246,50,Won,113
247,50,Won,119
248,50,Won,123
249,50,Lost,52
250,50,Won,107
251,60,Lost,8
252,60,Lost,31
253,60,Won,127
254,60,Won,123
255,60,Won,119
256,60,Lost,12
257,60,Lost,74
258,60,Won,123
259,60,Won,145
260,60,Lost,44
261,60,Lost,46
262,60,Won,123
263,60,Won,111
264,60,Lost,77
265,60,Lost,110
266,60,Lost,5
267,60,Lost,47
268,60,Lost,30
269,60,Won,103
270,60,Won,107
271,60,Won,109
272,60,Won,282
273,60,Won,115
274,60,Won,115
275,60,Won,135
276,60,Won,185
277,60,Won,127
278,60,Won,142
279,60,Lost,24
280,60,Won,149
281,60,Won,105
282,60,Won,123
283,60,Won,119
284,60,Won,271
285,60,Won,119
286,60,Won,111
287,60,Won,167
288,60,Lost,125
289,60,Won,127
290,60,Won,229
291,60,Won,130
292,60,Won,123
293,60,Lost,23
294,60,Won,105
295,60,Won,127
296,60,Won,123
297,60,Won,107
298,60,Won,133
299,60,Won,103
300,60,Won,129
301,70,Won,121
302,70,Won,127
303,70,Won,105
304,70,Won,111
305,70,Won,107
306,70,Won,107
307,70,Won,109
308,70,Won,121
309,70,Won,148
310,70,Won,107
311,70,Won,135
312,70,Won,113
313,70,Won,125
314,70,Lost,71
315,70,Lost,32
316,70,Won,137
317,70,Lost,92
318,70,Lost,17
319,70,Lost,28
320,70,Won,141
321,70,Lost,37
322,70,Won,107
323,70,Lost,73
324,70,Lost,161
325,70,Lost,29
326,70,Won,127
327,70,Won,125
328,70,Lost,93
329,70,Lost,50
330,70,Won,119
331,70,Won,123
332,70,Won,117
333,70,Lost,83
334,70,Won,119
335,70,Won,173
336,70,Won,121
337,70,Won,134
338,70,Won,131
339,70,Won,136
340,70,Won,113
341,70,Won,127
342,70,Won,117
343,70,Lost,98
344,70,Lost,4
345,70,Lost,19
346,70,Won,109
347,70,Lost,137
348,70,Won,115
349,70,Won,113
350,70,Lost,119
351,80,Lost,73
352,80,Won,107
353,80,Won,105
354,80,Lost,100
355,80,Won,115
356,80,Lost,46
357,80,Won,169
358,80,Won,131
359,80,Lost,17
360,80,Won,131
361,80,Won,205
362,80,Won,125
363,80,Won,133
364,80,Won,203
365,80,Won,127
366,80,Won,134
367,80,Lost,23
368,80,Won,123
369,80,Won,107
370,80,Won,127
371,80,Won,115
372,80,Won,181
373,80,Won,119
374,80,Won,131
375,80,Won,121
376,80,Won,173
377,80,Won,131
378,80,Won,111
379,80,Lost,88
380,80,Won,105
381,80,Won,135
382,80,Won,113
383,80,Won,117
384,80,Lost,93
385,80,Lost,14
386,80,Won,117
387,80,Won,117
388,80,Won,125
389,80,Won,182
390,80,Won,115
391,80,Won,123
392,80,Won,188
393,80,Won,163
394,80,Won,107
395,80,Lost,50
396,80,Lost,6
397,80,Won,117
398,80,Lost,264
399,80,Lost,71
400,80,Lost,244
401,90,Lost,31
402,90,Lost,29
403,90,Won,115
404,90,Won,109
405,90,Won,117
406,90,Lost,252
407,90,Won,127
408,90,Won,133
409,90,Won,121
410,90,Won,113
411,90,Lost,52
412,90,Won,125
413,90,Won,123
414,90,Won,103
415,90,Lost,12
416,90,Won,111
417,90,Won,115
418,90,Lost,131
419,90,Lost,409
420,90,Lost,8
421,90,Lost,12
422,90,Won,109
423,90,Won,113
424,90,Won,175
425,90,Lost,23
426,90,Won,219
427,90,Lost,18
428,90,Lost,119
429,90,Won,129
430,90,Won,115
431,90,Won,121
432,90,Won,149
433,90,Won,107
434,90,Won,147
435,90,Won,147
436,90,Won,117
437,90,Won,115
438,90,Lost,145
439,90,Won,234
440,90,Won,290
441,90,Won,107
442,90,Won,117
443,90,Lost,84
444,90,Lost,43
445,90,Lost,159
446,90,Won,207
447,90,Won,129
448,90,Won,221
449,90,Won,119
450,90,Lost,142
451,100,Lost,220
452,100,Lost,42
453,100,Lost,156
454,100,Lost,87
455,100,Lost,52
456,100,Won,125
457,100,Won,171
458,100,Lost,109
459,100,Lost,47
460,100,Won,136
461,100,Won,115
462,100,Lost,162
463,100,Lost,17
464,100,Lost,47
465,100,Lost,82
466,100,Won,115
467,100,Won,113
468,100,Lost,48
469,100,Won,109
470,100,Won,131
471,100,Lost,28
472,100,Won,191
473,100,Lost,102
474,100,Won,237
475,100,Won,227
476,100,Lost,123
477,100,Lost,83
478,100,Won,311
479,100,Won,123
480,100,Won,109
481,100,Won,238
482,100,Lost,34
483,100,Won,139
484,100,Won,105
485,100,Lost,61
486,100,Won,111
487,100,Won,111
488,100,Lost,237
489,100,Lost,78
490,100,Won,117
491,100,Won,137
492,100,Won,109
493,100,Lost,107
494,100,Lost,105
495,100,Won,127
496,100,Won,404
497,100,Lost,60
498,100,Lost,23
499,100,Won,113
500,100,Lost,146
501,110,Won,113
502,110,Won,135
503,110,Won,187
504,110,Won,212
505,110,Won,191
506,110,Lost,250
507,110,Won,117
508,110,Lost,4
509,110,Won,135
510,110,Lost,5
511,110,Lost,142
512,110,Lost,9
513,110,Lost,44
514,110,Won,111
515,110,Won,207
516,110,Lost,3
517,110,Won,111
518,110,Lost,56
519,110,Lost,355
520,110,Won,169
521,110,Won,121
522,110,Won,107
523,110,Won,205
524,110,Won,137
525,110,Won,141
526,110,Won,210
527,110,Won,164
528,110,Won,392
529,110,Won,123
530,110,Won,129
531,110,Won,183
532,110,Won,199
533,110,Won,156
534,110,Lost,9
535,110,Lost,16
536,110,Won,111
537,110,Won,270
538,110,Won,243
539,110,Won,113
540,110,Lost,18
541,110,Won,317
542,110,Lost,10
543,110,Lost,57
544,110,Lost,99
545,110,Lost,93
546,110,Won,291
547,110,Won,99
548,110,Won,125
549,110,Lost,61
550,110,Lost,18
551,120,Lost,106
552,120,Won,117
553,120,Lost,51
554,120,Lost,158
555,120,Won,137
556,120,Won,288
557,120,Lost,7
558,120,Lost,141
559,120,Lost,159
560,120,Won,241
561,120,Won,125
562,120,Won,290
563,120,Lost,343
564,120,Won,113
565,120,Won,123
566,120,Won,117
567,120,Lost,201
568,120,Won,117
569,120,Lost,83
570,120,Lost,99
571,120,Lost,5
572,120,Lost,211
573,120,Won,115
574,120,Lost,86
575,120,Won,148
576,120,Lost,73
577,120,Won,161
578,120,Won,343
579,120,Lost,134
580,120,Won,167
581,120,Won,111
582,120,Lost,167
583,120,Won,105
584,120,Lost,180
585,120,Won,187
586,120,Won,117
587,120,Lost,122
588,120,Lost,301
589,120,Won,135
590,120,Won,115
591,120,Lost,96
592,120,Won,170
593,120,Won,154
594,120,Lost,111
595,120,Won,177
596,120,Won,253
597,120,Lost,32
598,120,Lost,83
599,120,Lost,60
600,120,Lost,97
601,130,Lost,228
602,130,Lost,28
603,130,Lost,60
604,130,Lost,27
605,130,Won,141
606,130,Lost,44
607,130,Lost,59
608,130,Lost,65
609,130,Lost,100
610,130,Lost,9
611,130,Lost,52
612,130,Won,304
613,130,Lost,63
614,130,Lost,102
615,130,Won,107
616,130,Won,119
617,130,Won,304
618,130,Won,297
619,130,Lost,347
620,130,Lost,83
621,130,Won,109
622,130,Won,319
623,130,Lost,92
624,130,Lost,103
625,130,Won,266
626,130,Won,127
627,130,Won,111
628,130,Lost,237
629,130,Lost,48
630,130,Won,167
631,130,Lost,44
632,130,Lost,95
633,130,Lost,129
634,130,Won,113
635,130,Lost,97
636,130,Won,121
637,130,Lost,14
638,130,Won,121
639,130,Won,117
640,130,Lost,298
641,130,Won,117
642,130,Lost,5
643,130,Lost,119
644,130,Lost,70
645,130,Won,113
646,130,Lost,110
647,130,Lost,19
648,130,Won,209
649,130,Lost,177
650,130,Won,115
651,140,Lost,116
652,140,Won,135
653,140,Lost,86
654,140,Lost,166
655,140,Lost,33
656,140,Lost,111
657,140,Lost,55
658,140,Won,365
659,140,Won,111
660,140,Won,149
661,140,Won,208
662,140,Lost,12
663,140,Lost,127
664,140,Lost,56
665,140,Lost,145
666,140,Won,147
667,140,Lost,52
668,140,Lost,18
669,140,Won,137
670,140,Lost,48
671,140,Lost,16
672,140,Won,145
673,140,Won,119
674,140,Lost,311
675,140,Won,243
676,140,Lost,70
677,140,Lost,128
678,140,Won,109
679,140,Won,107
680,140,Lost,289
681,140,Won,356
682,140,Won,226
683,140,Won,233
684,140,Won,174
685,140,Lost,65
686,140,Lost,203
687,140,Lost,5
688,140,Won,153
689,140,Won,117
690,140,Won,175
691,140,Lost,15
692,140,Lost,109
693,140,Won,111
694,140,Lost,53
695,140,Won,145
696,140,Lost,96
697,140,Lost,43
698,140,Lost,52
699,140,Lost,25
700,140,Won,207
701,150,Lost,34
702,150,Lost,210
703,150,Lost,303
704,150,Lost,65
705,150,Lost,138
706,150,Lost,97
707,150,Lost,190
708,150,Won,109
709,150,Lost,190
710,150,Lost,51
711,150,Won,459
712,150,Lost,15
713,150,Lost,20
714,150,Won,139
715,150,Won,136
716,150,Won,113
717,150,Lost,156
718,150,Lost,88
719,150,Won,189
720,150,Won,119
721,150,Lost,8
722,150,Lost,179
723,150,Lost,57
724,150,Won,205
725,150,Won,153
726,150,Lost,102
727,150,Lost,77
728,150,Lost,24
729,150,Lost,44
730,150,Won,105
731,150,Lost,101
732,150,Lost,18
733,150,Lost,21
734,150,Lost,22
735,150,Lost,146
736,150,Won,127
737,150,Lost,99
738,150,Won,357
739,150,Lost,130
740,150,Lost,2
741,150,Won,117
742,150,Won,185
743,150,Lost,225
744,150,Lost,57
745,150,Lost,428
746,150,Lost,37
747,150,Lost,108
748,150,Won,342
749,150,Won,129
750,150,Lost,95
751,160,Lost,4
752,160,Lost,14
753,160,Lost,314
754,160,Lost,890
755,160,Won,153
756,160,Lost,166
757,160,Lost,385
758,160,Lost,113
759,160,Lost,161
760,160,Lost,244
761,160,Won,115
762,160,Won,178
763,160,Lost,10
764,160,Lost,9
765,160,Lost,11
766,160,Lost,350
767,160,Lost,79
768,160,Lost,156
769,160,Lost,106
770,160,Won,272
771,160,Lost,83
772,160,Won,211
773,160,Won,135
774,160,Won,245
775,160,Lost,2
776,160,Won,105
777,160,Won,125
778,160,Lost,5
779,160,Won,117
780,160,Lost,38
781,160,Won,579
782,160,Lost,81
783,160,Won,121
784,160,Won,125
785,160,Won,182
786,160,Won,115
787,160,Won,196
788,160,Lost,370
789,160,Lost,10
790,160,Won,141
791,160,Lost,427
792,160,Won,131
793,160,Lost,57
794,160,Lost,226
795,160,Lost,21
796,160,Lost,90
797,160,Lost,193
798,160,Won,232
799,160,Lost,228
800,160,Lost,64
801,170,Lost,3
802,170,Lost,245
803,170,Won,123
804,170,Lost,77
805,170,Lost,177
806,170,Won,121
807,170,Lost,92
808,170,Won,300
809,170,Won,121
810,170,Won,119
811,170,Lost,128
812,170,Won,137
813,170,Lost,73
814,170,Lost,15
815,170,Lost,87
816,170,Lost,283
817,170,Lost,143
818,170,Lost,13
819,170,Won,113
820,170,Lost,46
821,170,Won,279
822,170,Lost,12
823,170,Won,164
824,170,Won,151
825,170,Won,115
826,170,Won,147
827,170,Lost,101
828,170,Lost,36
829,170,Lost,36
830,170,Lost,12
831,170,Lost,118
832,170,Lost,222
833,170,Lost,185
834,170,Lost,243
835,170,Won,213
836,170,Lost,142
837,170,Won,118
838,170,Lost,251
839,170,Lost,61
840,170,Lost,216
841,170,Won,141
842,170,Lost,51
843,170,Won,198
844,170,Won,171
845,170,Won,141
846,170,Lost,165
847,170,Lost,121
848,170,Lost,91
849,170,Lost,18
850,170,Lost,2
851,180,Lost,201
852,180,Lost,87
853,180,Lost,60
854,180,Lost,84
855,180,Won,127
856,180,Lost,4
857,180,Lost,47
858,180,Won,301
859,180,Lost,50
860,180,Lost,33
861,180,Lost,42
862,180,Lost,121
863,180,Lost,91
864,180,Lost,24
865,180,Lost,178
866,180,Lost,245
867,180,Lost,19
868,180,Lost,240
869,180,Lost,25
870,180,Won,632
871,180,Lost,113
872,180,Lost,385
873,180,Lost,156
874,180,Lost,13
875,180,Lost,39
876,180,Lost,129
877,180,Won,157
878,180,Won,169
879,180,Won,127
880,180,Won,253
881,180,Lost,207
882,180,Lost,49
883,180,Lost,21
884,180,Won,111
885,180,Lost,34
886,180,Lost,133
887,180,Won,477
888,180,Lost,272
889,180,Won,137
890,180,Won,171
891,180,Lost,8
892,180,Lost,40
893,180,Lost,168
894,180,Lost,231
895,180,Won,169
896,180,Lost,77
897,180,Lost,89
898,180,Lost,346
899,180,Lost,316
900,180,Lost,328
901,190,Lost,61
902,190,Lost,49
903,190,Lost,104
904,190,Lost,84
905,190,Lost,104
906,190,Lost,84
907,190,Lost,10
908,190,Lost,8
909,190,Lost,133
910,190,Won,276
911,190,Lost,35
912,190,Lost,240
913,190,Won,119
914,190,Lost,290
915,190,Lost,92
916,190,Lost,67
917,190,Lost,21
918,190,Won,263
919,190,Lost,85
920,190,Lost,362
921,190,Won,395
922,190,Won,292
923,190,Lost,122
924,190,Lost,44
925,190,Lost,21
926,190,Won,179
927,190,Won,236
928,190,Won,137
929,190,Lost,91
930,190,Lost,25
931,190,Lost,29
932,190,Lost,88
933,190,Lost,90
934,190,Lost,105
935,190,Lost,164
936,190,Won,193
937,190,Lost,16
938,190,Lost,19
939,190,Lost,123
940,190,Won,129
941,190,Won,189
942,190,Lost,56
943,190,Won,203
944,190,Won,119
945,190,Lost,50
946,190,Lost,196
947,190,Won,117
948,190,Lost,101
949,190,Lost,191
950,190,Won,119
951,200,Lost,114
952,200,Lost,358
953,200,Lost,22
954,200,Lost,127
955,200,Won,278
956,200,Lost,425
957,200,Lost,32
958,200,Won,140
959,200,Won,127
960,200,Lost,145
961,200,Lost,12
962,200,Lost,34
963,200,Lost,197
964,200,Won,336
965,200,Lost,135
966,200,Won,334
967,200,Lost,179
968,200,Lost,299
969,200,Lost,146
970,200,Lost,177
971,200,Won,111
972,200,Lost,12
973,200,Lost,20
974,200,Won,119
975,200,Won,164
976,200,Won,169
977,200,Lost,53
978,200,Won,126
979,200,Won,115
980,200,Lost,122
981,200,Lost,28
982,200,Lost,11
983,200,Won,131
984,200,Lost,128
985,200,Won,123
986,200,Won,277
987,200,Lost,46
988,200,Won,123
989,200,Lost,63
990,200,Lost,671
991,200,Lost,219
992,200,Lost,254
993,200,Lost,34
994,200,Lost,139
995,200,Won,154
996,200,Lost,54
997,200,Lost,75
998,200,Lost,234
999,200,Lost,334
1000,200,Won,135
